,Job Title,Company Name,Location,Salary Estimate,Rating,Description
937,Data Scientist - Strategic Analytics,"ACUITY, A Mutual Insurance Company","Sheboygan, WI",$112K - $143K (Glassdoor est.),4.5,"Initiative to independently design and develop own deliverables while still being a team player. Bachelor’s degree in data science, statistics, mathematics,…&hellip;
Skills: Data mining, SAS, R, Business analysis, Data analysis skills"
938,Data Scientist - Supply Chain,Rockwell Automation,"Milwaukee, WI",-1,3.7,"Knowledge of data mining techniques and ability to integrate multiple, large datasets in a complex analysis with clear business outcomes.&hellip;
Skills: TensorFlow, Data mining, ERP systems, Analysis skills, Machine learning"
939,Senior Product Data Scientist,Celonis,"Palo Alto, CA",$164K - $214K (Employer est.),3.8,"Collaborate with partners across the product and engineering teams to understand business motivations; formulate and deliver data analysis by engaging across…&hellip;
Skills: Jira, SQL, Math, Machine learning, Agile"
940,Data Scientist,"Associated Energy Group, LLC","Miami, FL",$74K - $131K (Glassdoor est.),4.3,"BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred.&hellip;
Skills: Power BI, Data modeling, Cloud infrastructure, Data mining, Management"
941,Data Scientist,Sleeper,"San Francisco, CA",$75K - $175K (Employer est.),5.0,"Ability to visualize and communicate insights clearly to both technical and non-technical stakeholders. Define and develop core metrics to measure product…&hellip;
Skills: Data modeling, Business intelligence, SQL, Experimental design, Data science"
942,Data Scientist,BlueHub Capital,"Boston, MA",-1,4.2,"Ability to communicate complex technical findings and recommendations to non-technical stakeholders clearly and effectively.&hellip;
Skills: Computer science, Power BI, Management, R, NoSQL"
943,Data Scientist Analyst,REVOLVE,"Cerritos, CA",$100K - $120K (Employer est.),3.4,"Conduct complex analysis and build models to uncover key learning form data, leading to appropriate strategy recommendations. Other duties may be assigned.&hellip;
Skills: Statistics, Computer science, E-commerce, SQL, Analysis skills"
944,Data Scientist,The Swift Group,"Tysons Corner, VA",$50K - $290K (Employer est.),4.6,"Demonstrated experience developing, validating, and using methodologies to support analytic requirements in Clustered Computing environments.&hellip;
Skills: Elasticsearch, MongoDB, Information security, SQL, Analysis skills"
945,Senior Data Scientist,Dataiku,Remote,$150K - $200K (Employer est.),3.6,"This includes supporting their discovery of the platform, helping integrate Dataiku with other tools and technologies, some user training, and co-developing…&hellip;
Skills: Software deployment, R, Public speaking, SQL, JavaScript"
946,Senior Data Scientist,"Magna Exteriors America Holdings, Inc.","Troy, MI",-1,3.7,"Education/Special Knowledge - bachelor’s or master’s degree in data science, Computer Engineering, Mechanical Engineering, or a related field.&hellip;
Skills: TensorFlow, AWS, Machine learning, Manufacturing, AI"
947,Senior Data Scientist,Johnson & Johnson,"Titusville, FL",$102K - $141K (Glassdoor est.),4.1,"Ph.D. with 2+ years of experience, or M.S. with 5+ years, B.S. with 7+ years of relevant pharma experience, with degree in Computer Sciences, Statistics,…&hellip;
Skills: Data mining, Vendor management, R, Data analysis skills, SQL"
948,Data Scientist Principal,The University of Kansas Health System,United States,-1,3.9,"6 or more years experience working with various statistical methods, such as regression analysis, time series analysis, experimental design, etc.&hellip;
Skills: Statistics, Computer science, Power BI, Data mining, Relational databases"
949,Data Scientist,Capgemini,"Camden, NJ",$41.61 - $65.01 Per Hour (Employer est.),3.8,"Preferred experience in data engineering, data science, or operations research/analysis. Stay informed on next-generation data and analytical tools.&hellip;
Skills: CI/CD, Azure, R, SQL, Analysis skills"
950,Data Scientist,Steampunk,"McLean, VA",$125K - $160K (Employer est.),4.2,"Bachelor's degree in computer science, information systems, engineering, business, or a scientific or technical discipline. Familiarity with Flask is a plus.&hellip;
Skills: ArcGIS, TensorFlow, Elasticsearch, Power BI, Data modeling"
951,Operations Research Data Scientist,UnityAI,"Nashville, TN",-1,-1,"Our AI agents help our clients schedule their patients and staff, and we’re seeking a hands-on specialist in operations research to own the creation and…&hellip;
Skills: TensorFlow, Statistics, Data modeling, Management, Calculus"
952,Data Scientist Associate - AI/ML Solutions,New York City Department of Health and Mental Hygiene,"Long Island City, NY",$93K (Employer est.),3.5,"The Bureau of Data Technology and Strategy seeks a Data Science Associate to provide technical support for the application of data science to study public…&hellip;
Skills: Ontology, TensorFlow, Azure, Software deployment, Google Cloud Platform"
953,Principal Data Scientist - National Remote,Optum,"Edina, MN",$107K - $194K (Employer est.),3.5,"Produces innovative solutions driven by exploratory data analysis from unstructured, diverse datasets that leads to the development and implementation of a…&hellip;
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Excel, Management"
954,"Sr. Data Scientist, Analytics - Core Product",Quizlet,"San Francisco, CA",$160K - $200K (Employer est.),3.8,"Explore, develop, and present insights to the whole company that inform product roadmap and strategy, using one of the world’s largest learning science…&hellip;
Skills: Windows, SQL, Machine learning, A/B testing, Data science"
955,Senior Data Scientist - IS Clinical Research,Keck Medical Center of USC,"Los Angeles, CA",$133K - $220K (Employer est.),4.1,"Req Must have one of the following: PhD in data science, statistics, computer science or related field Master's degree in data science, statistics, computer…&hellip;
Skills: Computer science, Data mining, Spark, R, Tableau"
956,Data Scientist (Senior or Lead),BOEING,"Berkeley, MO",$135K - $224K (Employer est.),3.7,"Bachelor of Science degree from an accredited course of study in engineering, engineering technology, chemistry, physics, mathematics, data science, or computer…&hellip;
Skills: Jira, Power BI, Microsoft Excel, System design, Git"
957,Data and Applied Scientist,Microsoft,"Redmond, WA",$98K - $209K (Employer est.),4.2,"Contribute to driving future state architecture changes within the group, considering scalability, reliability, security, and automation.&hellip;
Skills: CI/CD, Power BI, Azure, DevOps, SQL"
958,Sr. Data Scientist II,Smartsheet,"Seattle, WA",$135K - $180K (Employer est.),3.7,"Effectively present analysis to both technical and non-technical audiences and give data-based recommendations to encourage data-driven decisions.&hellip;
Skills: Sales, R, Tableau, SQL, Analysis skills"
959,Data Scientist Senior,General Dynamics Information Technology,Remote,$102K - $138K (Employer est.),4.0,"Ability to navigate ambiguity, solve problems, communicate effectively, and implement novel solutions in a dynamic field. Experience as a data scientist.&hellip;
Skills: TensorFlow, Power BI, Azure, Tableau, AWS"
960,Senior Data Scientist,Humana,Remote,$118K - $162K (Employer est.),3.7,"Associates who live and work from Home in the state of California, Illinois, Montana, or South Dakota will be provided a bi-weekly payment for their internet…&hellip;
Skills: TensorFlow, Data mining, Data analysis skills, Research, SQL"
961,Senior Data Scientist,Lockheed Martin,"Orlando, FL",-1,4.1,"Performing research and/or product development encompassing multiple engineering disciplines, such as electronics, electrical, mechanical, and/or chemical.&hellip;
Skills: Jira, TensorFlow, MATLAB, Power BI, Microsoft Excel"
962,"AVP, Data Scientist",Axos Bank,"San Diego, CA",$90K - $120K (Employer est.),3.1,"Bachelor's degree in Statistics, Finance, or related field. Oversee development and refinement of existing and new sophisticated underwriting tools, models, and…&hellip;
Skills: Microsoft Excel, Tableau, SQL, Machine learning, Quality control"
963,Senior Data Scientist,ASCOT GROUP,"Iselin, NJ",$165K - $185K (Employer est.),3.3,"Communication Skills: Excellent communication and presentation skills, with the ability to convey technical information to non-technical stakeholders.&hellip;
Skills: TensorFlow, Azure, R, SQL, Analysis skills"
964,Senior Data Scientist,Millennium Management,"New York, NY",$160K - $250K (Employer est.),3.4,"Strong written and verbal communication skills and the ability to collaborate effectively with technical and non-technical stakeholders.&hellip;
Skills: TensorFlow, Elasticsearch, Big data, Data structures, Google Cloud Platform"
965,Senior Data Scientist: Data Excellence Lead,Amgen,"Cambridge, MA",$138K - $169K (Employer est.),4.1,"A discretionary annual bonus program, or for field sales representatives, a sales-based incentive plan. Actively partner with business and enterprise to develop…&hellip;
Skills: Jira, Power BI, Change management, Project management, Smartsheet"
966,Data Scientist - AI Trainer,DataAnnotation,"Fayetteville, AR",$40.00 Per Hour (Employer est.),4.1,"You can work on your own schedule. Proficient in data science, arithmetic, algebra, geometry, calculus, probability, statistics, and inductive/ deductive…&hellip;
Skills: Calculus, English, Data science, AI"
967,DATA SCIENTIST,County of Los Angeles,"Los Angeles, CA",$9K - $13K (Employer est.),3.5,"Works with functional teams to develop and implement products, services, and tools, such as dashboards and reports, emerging from the analysis.&hellip;
Skills: Data mining, Statistical analysis, Machine learning, Natural language processing, Data science"
968,Staff Data Scientist,Integral Ad Science,"New York, NY",$135K - $232K (Employer est.),3.5,"Join a team of highly motivated ML researchers and developers, own projects from end-to-end, while collaborating with team members, learning, mentoring,…&hellip;
Skills: R, SQL, Supervising experience, Deep learning, Scripting"
969,Junior Data Scientist,Leading Solutions LLC,"Washington, DC",$45.00 Per Hour (Employer est.),3.9,"Minimum of *1 year* of related experience in data science, analytics, or a similar field. Develop and apply analytics tools and techniques using data-centric…&hellip;
Skills: Data mining, Machine learning, Natural language processing, Data science, Analytics"
970,Data Scientist/Modeler,Minnesota City Jobs,"Adams, MN",$79K - $129K (Employer est.),4.1,"Will join a vibrant travel research and modeling team working on travel demand forecasting, travel behavior surveys, and creative analysis of all kinds of…&hellip;"
971,Senior Data Scientist - GMM,Remitly,"Seattle, WA",$168K - $210K (Employer est.),3.7,"Conduct deep exploratory analyses to understand performance drivers and triangulate opportunities within our production models and decisioning systems.&hellip;
Skills: Data analysis skills, System design, SQL, C, Machine learning"
